image_name,image_path,true_class_name,predicted_class_name,correct,top1_probability,runner_up_class_name,runner_up_probability,top1_top2_margin
bridge701.jpg,bridge/bridge701.jpg,bridge,bridge,True,0.5522195444021794,railway,0.321971790157558,0.23024775424462135
bridge702.jpg,bridge/bridge702.jpg,bridge,bridge,True,0.547898233191611,railway,0.2946197549971658,0.2532784781944452
bridge703.jpg,bridge/bridge703.jpg,bridge,bridge,True,0.3871574751674873,railway,0.3570619324762029,0.030095542691284394
bridge704.jpg,bridge/bridge704.jpg,bridge,bridge,True,0.4532923897824608,railway,0.3653093956281151,0.08798299415434568
bridge705.jpg,bridge/bridge705.jpg,bridge,bridge,True,0.5608849225044342,railway,0.2012404377931859,0.3596444847112483
bridge706.jpg,bridge/bridge706.jpg,bridge,bridge,True,0.4236012935798159,railway,0.3603039986971608,0.06329729488265512
bridge707.jpg,bridge/bridge707.jpg,bridge,railway,False,0.5618009728469107,overpass,0.2127420760393744,0.34905889680753627
bridge708.jpg,bridge/bridge708.jpg,bridge,bridge,True,0.5197494602051363,overpass,0.2252363212267199,0.29451313897841647
bridge709.jpg,bridge/bridge709.jpg,bridge,bridge,True,0.4178713567667531,overpass,0.3959252624437439,0.021946094323009202
bridge710.jpg,bridge/bridge710.jpg,bridge,bridge,True,0.3393920476169695,overpass,0.304679248488602,0.0347127991283675
bridge711.jpg,bridge/bridge711.jpg,bridge,overpass,False,0.3461105756722175,bridge,0.3279332701046255,0.018177305567592006
bridge712.jpg,bridge/bridge712.jpg,bridge,overpass,False,0.3102590330533371,bridge,0.2861411622293943,0.02411787082394279
bridge713.jpg,bridge/bridge713.jpg,bridge,bridge,True,0.4902481477268175,railway,0.301683390543973,0.18856475718284454
bridge714.jpg,bridge/bridge714.jpg,bridge,bridge,True,0.7141902833793033,railway,0.1140813171672198,0.6001089662120835
bridge715.jpg,bridge/bridge715.jpg,bridge,bridge,True,0.4991060558870094,railway,0.2409328387793351,0.25817321710767427
bridge716.jpg,bridge/bridge716.jpg,bridge,bridge,True,0.7236196633365198,overpass,0.164135300381611,0.5594843629549089
bridge717.jpg,bridge/bridge717.jpg,bridge,bridge,True,0.6437847852024425,overpass,0.1583348254189251,0.48544995978351746
bridge718.jpg,bridge/bridge718.jpg,bridge,bridge,True,0.8461187809681879,overpass,0.0767049296819705,0.7694138512862174
bridge719.jpg,bridge/bridge719.jpg,bridge,bridge,True,0.8280479737546703,overpass,0.0906672210156568,0.7373807527390135
bridge720.jpg,bridge/bridge720.jpg,bridge,bridge,True,0.7027410496521461,overpass,0.1874024055696314,0.5153386440825147
bridge721.jpg,bridge/bridge721.jpg,bridge,railway,False,0.4099310767154571,bridge,0.3130140945582791,0.09691698215717798
bridge722.jpg,bridge/bridge722.jpg,bridge,overpass,False,0.4472856269257461,bridge,0.3066049678843217,0.1406806590414244
bridge723.jpg,bridge/bridge723.jpg,bridge,bridge,True,0.506077111870361,overpass,0.3661342497568232,0.1399428621135378
bridge724.jpg,bridge/bridge724.jpg,bridge,railway,False,0.3243846954650766,bridge,0.3073484066447571,0.01703628882031949
bridge725.jpg,bridge/bridge725.jpg,bridge,bridge,True,0.6756842034925788,overpass,0.1574526891891406,0.5182315143034383
bridge726.jpg,bridge/bridge726.jpg,bridge,bridge,True,0.5482693134331994,overpass,0.2312723016949883,0.3169970117382111
bridge727.jpg,bridge/bridge727.jpg,bridge,bridge,True,0.5087291904394515,overpass,0.2662771823559134,0.24245200808353812
bridge728.jpg,bridge/bridge728.jpg,bridge,bridge,True,0.6343691969723105,overpass,0.2675911649869549,0.36677803198535563
bridge729.jpg,bridge/bridge729.jpg,bridge,overpass,False,0.5222749960179643,bridge,0.2454074245820927,0.27686757143587165
bridge730.jpg,bridge/bridge730.jpg,bridge,bridge,True,0.6149501265448862,overpass,0.2147665734242538,0.4001835531206325
bridge731.jpg,bridge/bridge731.jpg,bridge,bridge,True,0.6900753990838574,overpass,0.1890562636004355,0.5010191354834219
bridge732.jpg,bridge/bridge732.jpg,bridge,bridge,True,0.4774798540171204,overpass,0.3548896681968267,0.12259018582029368
