image_name,image_path,true_class_name,predicted_class_name,correct,top1_probability,runner_up_class_name,runner_up_probability,top1_top2_margin
freeway766.jpg,freeway/freeway766.jpg,freeway,railway,False,0.4459176875557429,freeway,0.4340502176769315,0.011867469878811376
bridge724.jpg,bridge/bridge724.jpg,bridge,railway,False,0.3243846954650766,bridge,0.3073484066447571,0.01703628882031949
bridge711.jpg,bridge/bridge711.jpg,bridge,overpass,False,0.3461105756722175,bridge,0.3279332701046255,0.018177305567592006
bridge709.jpg,bridge/bridge709.jpg,bridge,bridge,True,0.4178713567667531,overpass,0.3959252624437439,0.021946094323009202
bridge712.jpg,bridge/bridge712.jpg,bridge,overpass,False,0.3102590330533371,bridge,0.2861411622293943,0.02411787082394279
bridge703.jpg,bridge/bridge703.jpg,bridge,bridge,True,0.3871574751674873,railway,0.3570619324762029,0.030095542691284394
bridge710.jpg,bridge/bridge710.jpg,bridge,bridge,True,0.3393920476169695,overpass,0.304679248488602,0.0347127991283675
bridge772.jpg,bridge/bridge772.jpg,bridge,overpass,False,0.4708678567127622,bridge,0.4342651056276741,0.03660275108508809
freeway767.jpg,freeway/freeway767.jpg,freeway,railway,False,0.3515837132069919,freeway,0.2990477683625759,0.05253594484441598
bridge740.jpg,bridge/bridge740.jpg,bridge,bridge,True,0.4530818424139749,overpass,0.3959161184731862,0.057165723940788726
bridge706.jpg,bridge/bridge706.jpg,bridge,bridge,True,0.4236012935798159,railway,0.3603039986971608,0.06329729488265512
bridge770.jpg,bridge/bridge770.jpg,bridge,bridge,True,0.5081192093473631,overpass,0.4321926651433532,0.0759265442040099
freeway792.jpg,freeway/freeway792.jpg,freeway,overpass,False,0.4317105823081318,freeway,0.3479165665784302,0.08379401572970163
bridge704.jpg,bridge/bridge704.jpg,bridge,bridge,True,0.4532923897824608,railway,0.3653093956281151,0.08798299415434568
bridge721.jpg,bridge/bridge721.jpg,bridge,railway,False,0.4099310767154571,bridge,0.3130140945582791,0.09691698215717798
bridge732.jpg,bridge/bridge732.jpg,bridge,bridge,True,0.4774798540171204,overpass,0.3548896681968267,0.12259018582029368
bridge723.jpg,bridge/bridge723.jpg,bridge,bridge,True,0.506077111870361,overpass,0.3661342497568232,0.1399428621135378
bridge722.jpg,bridge/bridge722.jpg,bridge,overpass,False,0.4472856269257461,bridge,0.3066049678843217,0.1406806590414244
bridge789.jpg,bridge/bridge789.jpg,bridge,bridge,True,0.5224642319950001,overpass,0.3679302567360624,0.15453397525893775
bridge746.jpg,bridge/bridge746.jpg,bridge,bridge,True,0.4964844120256222,overpass,0.3403297088941627,0.15615470313145952
