split,class_name,class_index,image_path
holdout,bridge,0,data/raw/val/bridge/bridge701.jpg
holdout,bridge,0,data/raw/val/bridge/bridge702.jpg
holdout,bridge,0,data/raw/val/bridge/bridge703.jpg
holdout,bridge,0,data/raw/val/bridge/bridge704.jpg
holdout,bridge,0,data/raw/val/bridge/bridge705.jpg
holdout,bridge,0,data/raw/val/bridge/bridge706.jpg
holdout,bridge,0,data/raw/val/bridge/bridge707.jpg
holdout,bridge,0,data/raw/val/bridge/bridge708.jpg
holdout,bridge,0,data/raw/val/bridge/bridge709.jpg
holdout,bridge,0,data/raw/val/bridge/bridge710.jpg
holdout,bridge,0,data/raw/val/bridge/bridge711.jpg
holdout,bridge,0,data/raw/val/bridge/bridge712.jpg
holdout,bridge,0,data/raw/val/bridge/bridge713.jpg
holdout,bridge,0,data/raw/val/bridge/bridge714.jpg
holdout,bridge,0,data/raw/val/bridge/bridge715.jpg
holdout,bridge,0,data/raw/val/bridge/bridge716.jpg
holdout,bridge,0,data/raw/val/bridge/bridge717.jpg
holdout,bridge,0,data/raw/val/bridge/bridge718.jpg
holdout,bridge,0,data/raw/val/bridge/bridge719.jpg
holdout,bridge,0,data/raw/val/bridge/bridge720.jpg
holdout,bridge,0,data/raw/val/bridge/bridge721.jpg
holdout,bridge,0,data/raw/val/bridge/bridge722.jpg
holdout,bridge,0,data/raw/val/bridge/bridge723.jpg
holdout,bridge,0,data/raw/val/bridge/bridge724.jpg
holdout,bridge,0,data/raw/val/bridge/bridge725.jpg
holdout,bridge,0,data/raw/val/bridge/bridge726.jpg
holdout,bridge,0,data/raw/val/bridge/bridge727.jpg
holdout,bridge,0,data/raw/val/bridge/bridge728.jpg
holdout,bridge,0,data/raw/val/bridge/bridge729.jpg
holdout,bridge,0,data/raw/val/bridge/bridge730.jpg
holdout,bridge,0,data/raw/val/bridge/bridge731.jpg
holdout,bridge,0,data/raw/val/bridge/bridge732.jpg
holdout,bridge,0,data/raw/val/bridge/bridge733.jpg
holdout,bridge,0,data/raw/val/bridge/bridge734.jpg
holdout,bridge,0,data/raw/val/bridge/bridge735.jpg
holdout,bridge,0,data/raw/val/bridge/bridge736.jpg
holdout,bridge,0,data/raw/val/bridge/bridge737.jpg
holdout,bridge,0,data/raw/val/bridge/bridge738.jpg
holdout,bridge,0,data/raw/val/bridge/bridge739.jpg
holdout,bridge,0,data/raw/val/bridge/bridge740.jpg
holdout,bridge,0,data/raw/val/bridge/bridge741.jpg
holdout,bridge,0,data/raw/val/bridge/bridge742.jpg
holdout,bridge,0,data/raw/val/bridge/bridge743.jpg
holdout,bridge,0,data/raw/val/bridge/bridge744.jpg
holdout,bridge,0,data/raw/val/bridge/bridge745.jpg
holdout,bridge,0,data/raw/val/bridge/bridge746.jpg
holdout,bridge,0,data/raw/val/bridge/bridge747.jpg
holdout,bridge,0,data/raw/val/bridge/bridge748.jpg
holdout,bridge,0,data/raw/val/bridge/bridge749.jpg
holdout,bridge,0,data/raw/val/bridge/bridge750.jpg
holdout,bridge,0,data/raw/val/bridge/bridge751.jpg
holdout,bridge,0,data/raw/val/bridge/bridge752.jpg
holdout,bridge,0,data/raw/val/bridge/bridge753.jpg
holdout,bridge,0,data/raw/val/bridge/bridge754.jpg
holdout,bridge,0,data/raw/val/bridge/bridge755.jpg
holdout,bridge,0,data/raw/val/bridge/bridge756.jpg
holdout,bridge,0,data/raw/val/bridge/bridge757.jpg
holdout,bridge,0,data/raw/val/bridge/bridge758.jpg
holdout,bridge,0,data/raw/val/bridge/bridge759.jpg
holdout,bridge,0,data/raw/val/bridge/bridge760.jpg
holdout,bridge,0,data/raw/val/bridge/bridge761.jpg
holdout,bridge,0,data/raw/val/bridge/bridge762.jpg
holdout,bridge,0,data/raw/val/bridge/bridge763.jpg
holdout,bridge,0,data/raw/val/bridge/bridge764.jpg
holdout,bridge,0,data/raw/val/bridge/bridge765.jpg
holdout,bridge,0,data/raw/val/bridge/bridge766.jpg
holdout,bridge,0,data/raw/val/bridge/bridge767.jpg
holdout,bridge,0,data/raw/val/bridge/bridge768.jpg
holdout,bridge,0,data/raw/val/bridge/bridge769.jpg
holdout,bridge,0,data/raw/val/bridge/bridge770.jpg
holdout,bridge,0,data/raw/val/bridge/bridge771.jpg
holdout,bridge,0,data/raw/val/bridge/bridge772.jpg
holdout,bridge,0,data/raw/val/bridge/bridge773.jpg
holdout,bridge,0,data/raw/val/bridge/bridge774.jpg
holdout,bridge,0,data/raw/val/bridge/bridge775.jpg
holdout,bridge,0,data/raw/val/bridge/bridge776.jpg
holdout,bridge,0,data/raw/val/bridge/bridge777.jpg
holdout,bridge,0,data/raw/val/bridge/bridge778.jpg
holdout,bridge,0,data/raw/val/bridge/bridge779.jpg
holdout,bridge,0,data/raw/val/bridge/bridge780.jpg
holdout,bridge,0,data/raw/val/bridge/bridge781.jpg
holdout,bridge,0,data/raw/val/bridge/bridge782.jpg
holdout,bridge,0,data/raw/val/bridge/bridge783.jpg
holdout,bridge,0,data/raw/val/bridge/bridge784.jpg
holdout,bridge,0,data/raw/val/bridge/bridge785.jpg
holdout,bridge,0,data/raw/val/bridge/bridge786.jpg
holdout,bridge,0,data/raw/val/bridge/bridge787.jpg
holdout,bridge,0,data/raw/val/bridge/bridge788.jpg
holdout,bridge,0,data/raw/val/bridge/bridge789.jpg
holdout,bridge,0,data/raw/val/bridge/bridge790.jpg
holdout,bridge,0,data/raw/val/bridge/bridge791.jpg
holdout,bridge,0,data/raw/val/bridge/bridge792.jpg
holdout,bridge,0,data/raw/val/bridge/bridge793.jpg
holdout,bridge,0,data/raw/val/bridge/bridge794.jpg
holdout,bridge,0,data/raw/val/bridge/bridge795.jpg
holdout,bridge,0,data/raw/val/bridge/bridge796.jpg
holdout,bridge,0,data/raw/val/bridge/bridge797.jpg
holdout,bridge,0,data/raw/val/bridge/bridge798.jpg
holdout,bridge,0,data/raw/val/bridge/bridge799.jpg
holdout,bridge,0,data/raw/val/bridge/bridge800.jpg
tune,bridge,0,data/raw/train/bridge/bridge329.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_086.jpg
tune,bridge,0,data/raw/train/bridge/bridge365.jpg
tune,bridge,0,data/raw/train/bridge/bridge362.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_535.jpg
tune,bridge,0,data/raw/train/bridge/bridge577.jpg
tune,bridge,0,data/raw/train/bridge/bridge128.jpg
tune,bridge,0,data/raw/train/bridge/bridge228.jpg
tune,bridge,0,data/raw/train/bridge/bridge252.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_562.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_337.jpg
tune,bridge,0,data/raw/train/bridge/bridge681.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_677.jpg
tune,bridge,0,data/raw/train/bridge/bridge327.jpg
tune,bridge,0,data/raw/train/bridge/bridge531.jpg
tune,bridge,0,data/raw/train/bridge/bridge104.jpg
tune,bridge,0,data/raw/train/bridge/bridge288.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_153.jpg
tune,bridge,0,data/raw/train/bridge/bridge028.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_679.jpg
tune,bridge,0,data/raw/train/bridge/bridge415.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_196.jpg
tune,bridge,0,data/raw/train/bridge/bridge138.jpg
tune,bridge,0,data/raw/train/bridge/bridge582.jpg
tune,bridge,0,data/raw/train/bridge/bridge627.jpg
tune,bridge,0,data/raw/train/bridge/bridge025.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_414.jpg
tune,bridge,0,data/raw/train/bridge/bridge632.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_243.jpg
tune,bridge,0,data/raw/train/bridge/bridge018.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_358.jpg
tune,bridge,0,data/raw/train/bridge/bridge413.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_475.jpg
tune,bridge,0,data/raw/train/bridge/bridge423.jpg
tune,bridge,0,data/raw/train/bridge/bridge600.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_407.jpg
tune,bridge,0,data/raw/train/bridge/bridge219.jpg
tune,bridge,0,data/raw/train/bridge/bridge013.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_242.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_093.jpg
tune,bridge,0,data/external/nwpu/bridge/bridge_572.jpg
